ID,From,FromID,To,ToID,Stage
2184,hungary5,2509616618,switzerland|liechtenstein2,8586421353,toSortOffice
2185,czech-republic1,4214986148,belgium4,2356515578,toSortOffice
2186,germany/thueringen1,304027591,germany/hessen1,2458369364,toSortOffice
2187,germany/nordrhein-westfalen3,2345113840,poland/lodzkie1,1549446729,toSortOffice
2188,poland/swietokrzyskie1,2572546765,austria3,7401808353,toSortOffice
2189,hungary3,2396688482,hungary1,9413859197,toSortOffice
2190,poland/zachodniopomorskie1,1367016595,austria3,190185232,toSortOffice
2191,switzerland|liechtenstein1,9176310354,germany/hessen1,258515015,toSortOffice
2192,austria4,2480046843,germany/rheinland-pfalz|saarland2,11834639345,toSortOffice
2193,germany/rheinland-pfalz|saarland2,6830457193,poland/lubelskie1,3232893052,toSortOffice
2194,poland/wielkopolskie1,4077373410,poland/lubelskie1,5842397794,toSortOffice
2195,slovakia1,4871691724,belgium3,4713385103,toSortOffice
2196,germany/thueringen1,4515003148,germany/baden-wuerttemberg2,1261089163,toSortOffice
2197,germany/baden-wuerttemberg2,1290905617,germany/nordrhein-westfalen1,2573560010,toSortOffice
2198,poland/kujawsko-pomorskie1,1839926787,germany/sachsen2,1827769698,toSortOffice
2199,poland/malopolskie1,1839223476,germany/bayern3,1468047079,toSortOffice
2200,belgium4,2091485044,germany/nordrhein-westfalen1,1577149768,toSortOffice
2201,poland/wielkopolskie1,2970045663,germany/rheinland-pfalz|saarland2,1641767390,toSortOffice
2202,germany/baden-wuerttemberg2,3835160973,germany/sachsen-anhalt1,2463887734,toSortOffice
2203,germany/baden-wuerttemberg2,3858970295,hungary1,2290336959,toSortOffice
2204,germany/baden-wuerttemberg1,1032078267,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,7632869529,toSortOffice
2205,germany/nordrhein-westfalen1,254340780,hungary4,12153715064,toSortOffice
2206,slovakia1,2409893979,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,11495715288,toSortOffice
2207,hungary1,10309542634,austria3,5957055403,toSortOffice
2208,germany/nordrhein-westfalen1,495986878,austria4,8931019431,toSortOffice
2209,germany/baden-wuerttemberg1,64995076,germany/hamburg|schleswig-holstein1,8465491509,toSortOffice
2210,czech-republic5,303656426,germany/hamburg|schleswig-holstein1,1528308126,toSortOffice
2211,germany/bayern1,3404574491,germany/niedersachsen1,2090645903,toSortOffice
2212,germany/hessen1,3263816775,poland/swietokrzyskie1,267128841,toSortOffice
2213,germany/hessen1,35711241,austria1,1390716305,toSortOffice
2214,germany/hamburg|schleswig-holstein1,984627603,germany/hamburg|schleswig-holstein1,260335764,toSortOffice
2215,belgium3,1297691931,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,46899104,toSortOffice
2216,hungary2,3130220449,germany/nordrhein-westfalen1,1143016865,toSortOffice
2217,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1520058483,germany/mecklenburg-vorpommern1,2966191385,toSortOffice
2218,poland/dolnoslaskie1,3699496760,germany/hamburg|schleswig-holstein1,1819857795,toSortOffice
2219,germany/baden-wuerttemberg2,2155899381,germany/baden-wuerttemberg1,726849403,toSortOffice
2220,germany/baden-wuerttemberg2,2657196087,poland/zachodniopomorskie1,2532670519,toSortOffice
2221,czech-republic1,648989232,belgium1,5068076759,toSortOffice
2222,poland/pomorskie1,9103535871,germany/nordrhein-westfalen2,344530646,toSortOffice
2223,belgium4,2091485044,poland/wielkopolskie1,3179700938,toSortOffice
2224,czech-republic1,9825287136,germany/nordrhein-westfalen2,295542126,toSortOffice
2225,poland/wielkopolskie1,3963590141,belgium4,4880067245,toSortOffice
2226,hungary4,1805022479,poland/dolnoslaskie1,2772132639,toSortOffice
2227,germany/baden-wuerttemberg2,628072330,czech-republic2,248541278,toSortOffice
2228,germany/bayern1,11802627451,germany/nordrhein-westfalen1,4044089453,toSortOffice
2229,poland/malopolskie1,2592000810,belgium2,9441134098,toSortOffice
2230,poland/mazowieckie1,7681366930,belgium3,1320936727,toSortOffice
2231,belgium2,3464095221,czech-republic3,7970041326,toSortOffice
2232,germany/hamburg|schleswig-holstein1,4745791836,switzerland|liechtenstein2,1165402258,toSortOffice
2233,germany/niedersachsen3,302322232,luxembourg1,486724734,toSortOffice
2234,germany/niedersachsen3,1238797138,germany/nordrhein-westfalen1,715830574,toSortOffice
2235,belgium2,3464095221,belgium1,126367260,toSortOffice
2236,germany/bayern1,821691421,germany/thueringen1,1272967550,toSortOffice
2237,germany/baden-wuerttemberg1,2005225839,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,373456227,toSortOffice
2238,belgium4,2091485044,germany/sachsen2,1629363646,toSortOffice
2239,poland/swietokrzyskie1,417887176,germany/hessen1,550032693,toSortOffice
2240,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,42712461,poland/podkarpackie1,5595413487,toSortOffice
2241,poland/lodzkie1,5640032711,slovakia3,100301401,toSortOffice
2242,poland/dolnoslaskie1,2949521006,germany/hamburg|schleswig-holstein1,3075328147,toSortOffice
2243,belgium3,1297691931,czech-republic4,1772711671,toSortOffice
2244,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1247224301,germany/rheinland-pfalz|saarland2,190130665,toSortOffice
2245,poland/malopolskie1,291279810,netherlands/drenthe|friesland|groningen1,904366927,toSortOffice
2246,germany/thueringen1,1631532165,slovakia1,3617817772,toSortOffice
2247,poland/lubuskie1,2635571111,germany/nordrhein-westfalen2,251609006,toSortOffice
2248,poland/malopolskie1,1838154170,hungary1,111007893,toSortOffice
2249,slovakia2,10686005949,poland/slaskie1,4146432904,toSortOffice
2250,belgium4,2091485044,czech-republic1,5078739678,toSortOffice
2251,germany/baden-wuerttemberg2,4919384973,hungary2,6659661867,toSortOffice
2252,germany/thueringen1,1634539067,germany/bayern1,2401265104,toSortOffice
2253,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,6179679779,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45329552,toSortOffice
2254,germany/baden-wuerttemberg1,193583137,germany/hessen2,303345066,toSortOffice
2255,germany/baden-wuerttemberg1,266036343,germany/baden-wuerttemberg2,12076492837,toSortOffice
2256,hungary3,6334572015,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,5607393674,toSortOffice
2257,poland/mazowieckie1,5667274967,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,4987203683,toSortOffice
2258,austria3,1073222126,germany/hessen1,2386938370,toSortOffice
2259,switzerland|liechtenstein3,290254923,hungary4,2510711539,toSortOffice
2260,germany/baden-wuerttemberg1,3262476322,poland/lubelskie1,945158982,toSortOffice
2261,germany/nordrhein-westfalen1,249819592,switzerland|liechtenstein2,1187179276,toSortOffice
2262,germany/thueringen1,2370407018,germany/bayern2,1864736837,toSortOffice
2263,poland/malopolskie1,1871873137,germany/sachsen1,439508495,toSortOffice
2264,poland/opolskie1,3084379883,belgium3,766826594,toSortOffice
2265,poland/wielkopolskie1,371464711,germany/bayern3,389699957,toSortOffice
2266,germany/bayern2,4836675,germany/niedersachsen3,31326510,toSortOffice
2267,poland/zachodniopomorskie1,5553312016,czech-republic1,315579410,toSortOffice
2268,hungary1,2427132697,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46144821,toSortOffice
2269,germany/thueringen1,11443608789,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,8663622160,toSortOffice
2270,germany/bayern1,541419308,germany/sachsen2,3515866696,toSortOffice
2271,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44301586,poland/pomorskie1,12173649490,toSortOffice
2272,poland/podlaskie1,5453741909,germany/thueringen1,251217283,toSortOffice
2273,poland/pomorskie1,2949237083,germany/mecklenburg-vorpommern1,7078817587,toSortOffice
2274,belgium1,617377590,austria3,5164155327,toSortOffice
2275,germany/hamburg|schleswig-holstein1,6301888393,poland/pomorskie1,12076834942,toSortOffice
2276,czech-republic3,779213694,hungary5,5731239549,toSortOffice
2277,germany/bayern3,7297786911,germany/hessen1,382802824,toSortOffice
2278,switzerland|liechtenstein2,360442146,germany/nordrhein-westfalen2,3224974718,toSortOffice
2279,poland/slaskie1,5156653316,belgium2,1474329091,toSortOffice
2280,poland/malopolskie1,5941483984,czech-republic1,74277885,toSortOffice
2281,switzerland|liechtenstein2,2974467558,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,42249119,toSortOffice
2282,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,5577151357,germany/baden-wuerttemberg2,2519570224,toSortOffice
2283,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,43961376,germany/baden-wuerttemberg2,2814074218,toSortOffice
2284,germany/hessen1,7266276041,czech-republic3,206353767,toSortOffice
2285,czech-republic1,648989232,belgium2,5268286434,toSortOffice
2286,belgium1,617377590,czech-republic3,292323429,toSortOffice
2287,germany/hamburg|schleswig-holstein1,308004715,austria3,25681821,toSortOffice
2288,poland/mazowieckie1,11227546659,hungary5,5311415351,toSortOffice
2289,germany/niedersachsen3,6220950658,poland/mazowieckie1,1722720874,toSortOffice
2290,germany/sachsen3,2615381490,germany/hamburg|schleswig-holstein1,5368777052,toSortOffice
2291,germany/nordrhein-westfalen2,1116774724,austria2,47166910,toSortOffice
2292,poland/mazowieckie1,11494414231,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,2687370892,toSortOffice
2293,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1213092750,germany/sachsen1,412129970,toSortOffice
2294,austria4,76728421,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1025601337,toSortOffice
2295,germany/bayern2,1181234402,poland/dolnoslaskie1,2953063053,toSortOffice
2296,germany/nordrhein-westfalen2,788110425,poland/podlaskie1,11877515742,toSortOffice
2297,germany/bayern3,15159445,germany/niedersachsen3,3008326591,toSortOffice
2298,germany/bayern3,6005993351,germany/hamburg|schleswig-holstein1,30425765,toSortOffice
2299,germany/hamburg|schleswig-holstein1,2431317974,belgium3,31481897,toSortOffice
2300,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,6987164110,germany/rheinland-pfalz|saarland1,10020972669,toSortOffice
2301,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44639325,germany/bayern1,27253868,toSortOffice
2302,czech-republic1,10955695950,poland/podkarpackie1,10271279239,toSortOffice
2303,austria4,36668378,germany/nordrhein-westfalen2,319864805,toSortOffice
2304,germany/hamburg|schleswig-holstein1,8256347202,switzerland|liechtenstein1,9721399023,toSortOffice
2305,hungary3,2360649313,germany/baden-wuerttemberg2,3247866226,toSortOffice
2306,germany/niedersachsen3,419271385,germany/nordrhein-westfalen2,477037,toSortOffice
2307,austria3,1040882141,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,11711813711,toSortOffice
2308,czech-republic1,3139386842,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,43025069,toSortOffice
2309,germany/rheinland-pfalz|saarland2,5091585515,slovakia1,604275878,toSortOffice
2310,germany/bayern2,7310037730,poland/podlaskie1,5702892852,toSortOffice
2311,germany/mecklenburg-vorpommern1,1239882394,poland/zachodniopomorskie1,6289448639,toSortOffice
2312,czech-republic4,10040209378,germany/nordrhein-westfalen3,9286374637,toSortOffice
2313,germany/niedersachsen3,11423297221,belgium3,6263519773,toSortOffice
2314,poland/wielkopolskie1,2671637322,germany/hamburg|schleswig-holstein1,188499773,toSortOffice
2315,czech-republic2,6394524533,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1639090035,toSortOffice
2316,germany/brandenburg1,7504208612,germany/nordrhein-westfalen2,1132599933,toSortOffice
2317,switzerland|liechtenstein3,2928867836,czech-republic1,25468578,toSortOffice
2318,germany/mecklenburg-vorpommern1,5796516669,poland/mazowieckie1,4056671171,toSortOffice
2319,germany/nordrhein-westfalen2,11697508644,switzerland|liechtenstein1,2286072167,toSortOffice
2320,hungary4,6514300756,czech-republic4,33360095,toSortOffice
2321,germany/rheinland-pfalz|saarland2,2080954256,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5306390742,toSortOffice
2322,germany/nordrhein-westfalen2,7600062827,austria3,249065759,toSortOffice
2323,poland/mazowieckie1,3799747405,belgium4,3937359257,toSortOffice
2324,germany/nordrhein-westfalen1,26381171,czech-republic3,280714580,toSortOffice
2325,hungary5,5465188716,germany/nordrhein-westfalen1,256043048,toSortOffice
2326,slovakia1,26112268,germany/rheinland-pfalz|saarland1,2031800107,toSortOffice
2327,germany/niedersachsen2,505539627,poland/podkarpackie1,5728402012,toSortOffice
2328,germany/bayern2,1581405573,poland/lubelskie1,5329504979,toSortOffice
2329,poland/zachodniopomorskie1,1353597821,germany/bayern3,544598636,toSortOffice
2330,poland/kujawsko-pomorskie1,11896679380,germany/nordrhein-westfalen1,821000468,toSortOffice
2331,germany/nordrhein-westfalen2,7005517898,poland/mazowieckie1,683209409,toSortOffice
2332,germany/mecklenburg-vorpommern1,5575836037,germany/nordrhein-westfalen3,2721995595,toSortOffice
2333,switzerland|liechtenstein1,8318279727,germany/baden-wuerttemberg2,30906336,toSortOffice
2334,germany/bayern1,2130671726,czech-republic5,7557127502,toSortOffice
2335,germany/baden-wuerttemberg2,192456413,poland/mazowieckie1,333779350,toSortOffice
2336,germany/baden-wuerttemberg2,35972944,belgium2,10221557264,toSortOffice
2337,germany/nordrhein-westfalen1,454220253,poland/dolnoslaskie1,4954327102,toSortOffice
2338,poland/pomorskie1,497158764,hungary4,6305250259,toSortOffice
2339,germany/mecklenburg-vorpommern1,8439634757,czech-republic5,150996201,toSortOffice
2340,germany/baden-wuerttemberg1,124033925,germany/mecklenburg-vorpommern1,3609626934,toSortOffice
2341,austria4,4470350039,germany/bayern1,6307523927,toSortOffice
2342,germany/nordrhein-westfalen3,31421200,hungary1,1142050745,toSortOffice
2343,germany/sachsen2,3097125762,switzerland|liechtenstein3,4538696388,toSortOffice
2344,germany/sachsen-anhalt1,274079462,germany/nordrhein-westfalen1,2213267544,toSortOffice
2345,germany/nordrhein-westfalen3,7726536294,hungary3,414698993,toSortOffice
2346,germany/rheinland-pfalz|saarland1,254796114,germany/baden-wuerttemberg1,9328657082,toSortOffice
2347,germany/nordrhein-westfalen2,60742579,germany/bayern2,1489925419,toSortOffice
2348,poland/slaskie1,3134694759,austria4,4892521714,toSortOffice
2349,germany/brandenburg1,2089375319,belgium3,309295751,toSortOffice
2350,poland/dolnoslaskie1,2594843422,poland/wielkopolskie1,2629011854,toSortOffice
2351,poland/mazowieckie1,3409582178,germany/bayern1,6755549206,toSortOffice
2352,switzerland|liechtenstein2,11526639341,czech-republic4,5402447554,toSortOffice
2353,hungary4,3785812952,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,11214213902,toSortOffice
2354,switzerland|liechtenstein3,2340771976,austria2,4805406833,toSortOffice
2355,poland/wielkopolskie1,2620055629,poland/podkarpackie1,10162673244,toSortOffice
2356,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,6932056334,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,8651649422,toSortOffice
2357,germany/hessen1,1832523838,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44744361,toSortOffice
2358,belgium3,1297691931,switzerland|liechtenstein1,929583699,toSortOffice
2359,poland/slaskie1,4137871756,poland/wielkopolskie1,4770991185,toSortOffice
2360,germany/baden-wuerttemberg1,1658802672,germany/baden-wuerttemberg1,2860177112,toSortOffice
2361,germany/rheinland-pfalz|saarland2,6356236048,poland/opolskie1,1884981127,toSortOffice
2362,austria2,1968235328,poland/wielkopolskie1,3629605233,toSortOffice
2363,germany/hamburg|schleswig-holstein1,5853399373,germany/sachsen3,2414402515,toSortOffice
2364,poland/lubelskie1,9529196793,germany/bayern2,2629743990,toSortOffice
2365,germany/nordrhein-westfalen1,1629623684,hungary4,1755935966,toSortOffice
2366,germany/niedersachsen3,295585229,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46555737,toSortOffice
2367,germany/thueringen1,3479365432,poland/mazowieckie1,3781406831,toSortOffice
2368,czech-republic1,539761434,poland/podkarpackie1,2795561408,toSortOffice
2369,germany/hessen2,10610411787,belgium3,100410902,toSortOffice
2370,poland/malopolskie1,10967794688,germany/bayern1,4197975818,toSortOffice
2371,germany/bayern2,4735793509,germany/baden-wuerttemberg2,308827433,toSortOffice
2372,germany/hessen1,727434222,germany/hamburg|schleswig-holstein1,4705214049,toSortOffice
2373,germany/bayern1,2926359193,germany/brandenburg1,1655324710,toSortOffice
2374,poland/malopolskie1,1461318879,switzerland|liechtenstein2,275594330,toSortOffice
2375,germany/baden-wuerttemberg1,1278476857,germany/hessen1,1116981586,toSortOffice
2376,germany/bayern3,11215494290,belgium2,75300636,toSortOffice
2377,hungary1,9001701407,germany/baden-wuerttemberg2,4306324116,toSortOffice
2378,germany/bayern3,621423793,germany/baden-wuerttemberg2,255591774,toSortOffice
2379,germany/niedersachsen2,3742324067,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,43061289,toSortOffice
2380,belgium2,3464095221,poland/dolnoslaskie1,3826038876,toSortOffice
2381,germany/baden-wuerttemberg1,2289755323,germany/mecklenburg-vorpommern1,95036151,toSortOffice
2382,poland/kujawsko-pomorskie1,5822481091,germany/hamburg|schleswig-holstein1,369693400,toSortOffice
2383,belgium4,2091485044,austria2,7259203057,toSortOffice
2384,switzerland|liechtenstein1,6259368723,poland/pomorskie1,2084171140,toSortOffice
2385,poland/lodzkie1,4202668340,germany/baden-wuerttemberg1,253849676,toSortOffice
2386,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,9971170513,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,7164762189,toSortOffice
2387,germany/hessen2,10157255630,poland/mazowieckie1,1264204371,toSortOffice
2388,switzerland|liechtenstein2,60001514,germany/nordrhein-westfalen1,6452375566,toSortOffice
2389,poland/kujawsko-pomorskie1,7744050647,belgium4,614707336,toSortOffice
2390,hungary2,11972015575,hungary3,414708390,toSortOffice
2391,slovakia3,2890713401,belgium4,1199006108,toSortOffice
2392,belgium1,617377590,poland/mazowieckie1,2685080623,toSortOffice
2393,slovakia3,3823253338,netherlands/drenthe|friesland|groningen1,7994755793,toSortOffice
2394,belgium4,2091485044,germany/bayern1,2560367096,toSortOffice
2395,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44228988,hungary1,15724452,toSortOffice
2396,germany/mecklenburg-vorpommern1,1054311044,germany/baden-wuerttemberg1,1196886067,toSortOffice
2397,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5218329896,germany/bayern3,313660928,toSortOffice
2398,germany/baden-wuerttemberg1,888374484,czech-republic2,529865936,toSortOffice
2399,germany/nordrhein-westfalen3,3086704650,czech-republic3,74000378,toSortOffice
2400,czech-republic1,3379584797,netherlands/drenthe|friesland|groningen1,2883831343,toSortOffice
2401,austria1,3317047249,netherlands/drenthe|friesland|groningen1,47592883,toSortOffice
2402,germany/sachsen1,11062882440,germany/nordrhein-westfalen1,621915116,toSortOffice
2403,germany/thueringen1,1271584025,poland/slaskie1,10294938394,toSortOffice
2404,hungary1,2460997068,germany/nordrhein-westfalen1,2923817563,toSortOffice
2405,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,3657914671,poland/mazowieckie1,12120272949,toSortOffice
2406,poland/dolnoslaskie1,2747929314,hungary5,4788855351,toSortOffice
2407,germany/nordrhein-westfalen1,1584446064,austria1,1856521106,toSortOffice
2408,germany/baden-wuerttemberg2,1448161693,luxembourg1,1028527006,toSortOffice
2409,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,2250196893,austria4,1990972053,toSortOffice
2410,germany/nordrhein-westfalen1,1231190579,poland/pomorskie1,33753071,toSortOffice
2411,czech-republic2,303054596,netherlands/drenthe|friesland|groningen1,48343336,toSortOffice
2412,belgium2,3464095221,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45248257,toSortOffice
2413,germany/baden-wuerttemberg1,1730535313,slovakia1,692885801,toSortOffice
2414,hungary5,4798852678,switzerland|liechtenstein1,11948235600,toSortOffice
2415,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45524939,germany/hessen2,12202964457,toSortOffice
2416,germany/bayern3,2691868825,germany/bayern3,28790510,toSortOffice
2417,switzerland|liechtenstein1,3949226472,austria5,1829047096,toSortOffice
2418,slovakia3,154104120,poland/dolnoslaskie1,8042730928,toSortOffice
2419,poland/lodzkie1,2082714376,austria2,1443534255,toSortOffice
2420,poland/pomorskie1,7841104581,germany/sachsen-anhalt1,2406685154,toSortOffice
2421,austria2,1291328531,austria3,1724048767,toSortOffice
2422,germany/baden-wuerttemberg1,3177878653,germany/nordrhein-westfalen1,7538686060,toSortOffice
2423,czech-republic5,8262633644,germany/niedersachsen3,9472257117,toSortOffice
2424,germany/rheinland-pfalz|saarland1,6563429127,germany/nordrhein-westfalen1,120483653,toSortOffice
2425,germany/baden-wuerttemberg1,279633575,poland/wielkopolskie1,2337633342,toSortOffice
2426,belgium1,617377590,germany/rheinland-pfalz|saarland2,9450999565,toSortOffice
2427,germany/bayern3,6549051749,poland/wielkopolskie1,6553507700,toSortOffice
2428,poland/wielkopolskie1,11445809281,poland/pomorskie1,1856804036,toSortOffice
2429,belgium1,617377590,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,11956642943,toSortOffice
2430,germany/rheinland-pfalz|saarland2,252586950,germany/hamburg|schleswig-holstein1,268172924,toSortOffice
2431,slovakia2,262099051,czech-republic1,75032666,toSortOffice
2432,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,3893164826,austria4,287749508,toSortOffice
2433,germany/sachsen3,297061196,germany/nordrhein-westfalen2,2731233234,toSortOffice
2434,germany/nordrhein-westfalen3,302000983,germany/hamburg|schleswig-holstein1,6087514549,toSortOffice
2435,germany/niedersachsen3,1026715126,austria5,176898871,toSortOffice
2436,germany/bayern2,6770303827,czech-republic2,827768125,toSortOffice
2437,germany/sachsen2,1516351421,poland/wielkopolskie1,6865029084,toSortOffice
2438,poland/slaskie1,413751373,poland/slaskie1,11074610759,toSortOffice
2439,germany/baden-wuerttemberg1,1450476793,switzerland|liechtenstein1,243507500,toSortOffice
2440,poland/slaskie1,3134694759,germany/bayern2,4614906022,toSortOffice
2441,poland/slaskie1,3389536611,germany/nordrhein-westfalen3,3500868712,toSortOffice
2442,germany/sachsen3,1067801170,poland/pomorskie1,7101071204,toSortOffice
2443,austria1,3875767828,switzerland|liechtenstein2,2273516265,toSortOffice
2444,switzerland|liechtenstein3,307956096,poland/malopolskie1,8819067596,toSortOffice
2445,germany/bayern3,305796068,austria2,4394361124,toSortOffice
2446,austria2,3992357685,germany/hessen2,1561912265,toSortOffice
2447,germany/thueringen1,35192555,germany/baden-wuerttemberg2,6835490496,toSortOffice
2448,germany/nordrhein-westfalen1,8693208433,poland/opolskie1,2630284878,toSortOffice
2449,austria4,35129662,poland/podkarpackie1,1950352875,toSortOffice
2450,luxembourg1,322120320,germany/niedersachsen2,259943691,toSortOffice
2451,germany/thueringen1,281891453,germany/nordrhein-westfalen3,111108665,toSortOffice
2452,germany/baden-wuerttemberg2,2477339251,hungary4,2418094578,toSortOffice
2453,germany/niedersachsen3,270676721,hungary1,418736528,toSortOffice
2454,germany/baden-wuerttemberg2,3033580330,belgium3,1788806564,toSortOffice
2455,germany/sachsen-anhalt1,11178990822,czech-republic3,2334449819,toSortOffice
2456,poland/malopolskie1,3474975865,austria2,9215938901,toSortOffice
2457,germany/bayern3,2284519182,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5629244350,toSortOffice
2458,czech-republic3,9448601302,poland/lodzkie1,5387478478,toSortOffice
2459,poland/wielkopolskie1,6970403846,czech-republic2,300854734,toSortOffice
2460,germany/brandenburg1,821180832,germany/bayern1,59929536,toSortOffice
2461,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,1445795574,germany/niedersachsen1,245920644,toSortOffice
2462,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44059514,poland/wielkopolskie1,446062376,toSortOffice
2463,germany/nordrhein-westfalen2,1049946955,germany/nordrhein-westfalen2,1657423586,toSortOffice
2464,luxembourg1,10857747335,germany/baden-wuerttemberg1,2316591306,toSortOffice
2465,germany/nordrhein-westfalen2,576675092,germany/nordrhein-westfalen2,370631033,toSortOffice
2466,poland/zachodniopomorskie1,6993562335,germany/hamburg|schleswig-holstein1,75782522,toSortOffice
2467,hungary1,4922350352,czech-republic3,62062834,toSortOffice
2468,belgium1,617377590,switzerland|liechtenstein2,2701411867,toSortOffice
2469,poland/lubelskie1,1914713705,poland/slaskie1,2283860584,toSortOffice
2470,germany/nordrhein-westfalen1,3272593259,germany/hamburg|schleswig-holstein1,457397561,toSortOffice
2471,germany/rheinland-pfalz|saarland1,324315296,poland/mazowieckie1,3613698453,toSortOffice
2472,germany/baden-wuerttemberg2,1668201658,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1517937195,toSortOffice
2473,belgium1,617377590,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1823450346,toSortOffice
2474,germany/sachsen3,7888069026,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,4159573757,toSortOffice
2475,germany/sachsen1,663178694,germany/thueringen1,2968146614,toSortOffice
2476,germany/mecklenburg-vorpommern1,2642244948,hungary1,983173395,toSortOffice
2477,germany/nordrhein-westfalen2,269030018,poland/wielkopolskie1,1674475051,toSortOffice
2478,germany/bayern3,33240802,germany/nordrhein-westfalen2,3737851229,toSortOffice
2479,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,2505220472,poland/lodzkie1,6985205811,toSortOffice
2480,austria4,4462992226,germany/brandenburg1,2725035033,toSortOffice
2481,poland/kujawsko-pomorskie1,9139512786,germany/bayern3,988339200,toSortOffice
2482,germany/nordrhein-westfalen1,321590222,poland/lodzkie1,5641926738,toSortOffice
2483,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43656884,germany/bayern1,2233839231,toSortOffice
2484,germany/rheinland-pfalz|saarland1,3610383577,germany/hamburg|schleswig-holstein1,1674458612,toSortOffice
2485,germany/bayern3,3740295882,germany/baden-wuerttemberg1,3814795416,toSortOffice
2486,germany/baden-wuerttemberg1,110489095,germany/bayern3,3743790451,toSortOffice
2487,germany/bayern3,8569871150,germany/nordrhein-westfalen2,11895497571,toSortOffice
2488,poland/slaskie1,304267128,germany/sachsen-anhalt1,11023867747,toSortOffice
2489,germany/bayern2,2518936608,hungary5,1704575230,toSortOffice
2490,germany/sachsen2,7090640273,germany/baden-wuerttemberg2,4035876023,toSortOffice
2491,germany/sachsen2,11978706085,germany/sachsen2,3780365870,toSortOffice
2492,germany/bayern3,2099853983,germany/baden-wuerttemberg1,9993322497,toSortOffice
2493,germany/niedersachsen1,4715942551,germany/nordrhein-westfalen2,5515026314,toSortOffice
2494,poland/mazowieckie1,3110226448,poland/pomorskie1,9077839325,toSortOffice
2495,germany/rheinland-pfalz|saarland2,10012329456,austria2,245937034,toSortOffice
2496,poland/lubuskie1,3389884844,switzerland|liechtenstein1,1078999711,toSortOffice
2497,poland/pomorskie1,1732885341,hungary4,2318674854,toSortOffice
2498,germany/hessen1,2333571696,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,12121340692,toSortOffice
2499,germany/nordrhein-westfalen2,260260482,germany/niedersachsen2,275975529,toSortOffice
2500,poland/podlaskie1,5401444261,austria5,582731345,toSortOffice
2501,germany/hamburg|schleswig-holstein1,130563939,germany/baden-wuerttemberg1,30583885,toSortOffice
2502,germany/hamburg|schleswig-holstein1,3633045925,germany/niedersachsen3,11081537460,toSortOffice
2503,poland/podkarpackie1,7881216630,germany/hessen1,4352217462,toSortOffice
2504,germany/bayern3,2231973487,germany/nordrhein-westfalen2,122377519,toSortOffice
